time_s,X_g,Y_g,Z_g
0.525000000,0.039780711,-0.032483230,0.992117981
0.530000000,0.024602145,0.012681543,1.006808683
0.535000000,-0.037304469,-0.023803920,1.002571600
0.540000000,-0.045733444,0.006092368,1.005272447
0.545000000,0.006394941,0.000578210,1.016117135
0.550000000,0.036755525,0.001516420,0.993461634
0.555000000,-0.053317697,0.008739147,1.007876946
0.560000000,0.017354824,-0.033271162,1.010662089
0.565000000,0.028959531,0.034060396,1.001402117
0.570000000,-0.001242348,0.032395384,1.004965061
0.575000000,-0.020915975,-0.039341860,0.995261795
0.580000000,0.032502105,-0.046866625,1.013460860
0.585000000,0.064872319,0.009573637,1.016152437
0.590000000,-0.099766432,0.051076226,0.998489527
0.595000000,0.016670105,-0.032723434,0.993830339
0.600000000,0.010751057,-0.065920213,1.004173691
0.605000000,-0.025419998,0.006326179,1.016277623
0.610000000,0.035477757,0.013735869,1.009860402
0.615000000,0.000062226,-0.050176587,1.004336299
0.620000000,0.036534006,0.009607653,1.003981006
0.625000000,-0.029941818,-0.013764641,1.005844368
0.630000000,0.044862905,-0.041206308,1.006495876
0.635000000,0.002855794,0.036315204,1.011470904
0.640000000,-0.013523874,-0.011559878,1.002401086
0.645000000,0.042046617,0.022998568,1.004438237
0.650000000,-0.048707381,-0.036417827,1.009944587
0.655000000,0.053059265,0.025562021,0.995362539
0.660000000,0.036584148,0.020780280,1.005687911
0.665000000,-0.053125372,-0.099472016,1.010406884
0.670000000,-0.064860224,0.045190472,1.006940448
0.675000000,0.006603592,-0.022240492,1.015735216
0.680000000,0.044360646,0.063214742,1.008341219
0.685000000,0.014078355,0.030243218,1.000138813
0.690000000,0.043486995,-0.086892679,1.010203026
0.695000000,-0.041604341,0.032065820,0.999256546
0.700000000,-0.036854283,-0.032914811,1.006507066
0.705000000,0.032098745,0.028150645,1.011428240
0.710000000,0.000714041,0.023307704,1.000426520
0.715000000,-0.019035124,0.007805637,1.012302357
0.720000000,0.006325058,-0.008222613,1.004205486
0.725000000,0.015057930,0.000234266,1.005623771
0.730000000,0.022070350,0.022759207,1.005696760
0.735000000,0.016898248,-0.033445376,1.004922216
0.740000000,-0.021460198,0.042421676,1.002931243
0.745000000,-0.002746578,-0.042406109,1.007047744
0.750000000,-0.004896841,-0.013459414,1.012778327
0.755000000,0.011291096,-0.005069411,0.990727734
0.760000000,0.001521504,-0.064494401,1.014312428
0.765000000,-0.012996985,0.035382433,1.006337138
0.770000000,0.024057149,0.035941160,1.001580445
0.775000000,0.019481730,-0.010349923,1.012819048
0.780000000,0.030751546,-0.006896757,1.002568727
0.785000000,-0.006898893,0.022017483,1.012438828
0.790000000,0.012060518,-0.080119673,1.001976366
0.795000000,0.064123164,-0.020519706,1.012478389
0.800000000,0.003414711,0.026711737,1.004052618
0.805000000,-0.034535543,-0.006393108,1.009383881
0.810000000,-0.002276737,0.019064958,1.008731625
0.815000000,0.005973896,-0.028408407,0.994364329
0.820000000,-0.037672687,0.017163867,1.014511896
0.825000000,0.016946175,-0.061582426,0.997862443
0.830000000,0.029892597,0.005145907,1.003644988
0.835000000,-0.049380955,0.052536817,1.011610279
0.840000000,0.056309968,-0.051371584,1.006269194
0.845000000,0.089777003,0.041112308,1.005995764
0.850000000,-0.033056813,0.015972381,1.007269972
0.855000000,-0.043594528,-0.023100304,1.005156602
0.860000000,0.004058382,-0.014774127,0.989322318
0.865000000,0.015802770,-0.009511634,1.014824274
0.870000000,-0.008512284,0.045041796,1.010943476
0.875000000,0.051410655,0.006263919,0.998517483
0.880000000,0.037792969,-0.049852703,1.005052776
0.885000000,-0.048844708,0.043965076,1.004728037
0.890000000,-0.007869018,0.030288242,1.010505525
0.895000000,0.011578882,-0.061471723,1.005442798
0.900000000,0.016525307,0.026656679,1.002718789
0.905000000,-0.012834524,0.004858985,1.009627380
0.910000000,-0.021245360,-0.027988465,1.012660705
0.915000000,0.016832007,0.030408296,1.009510985
0.920000000,0.017423146,-0.019006295,1.009418275
0.925000000,-0.034806914,-0.043443959,0.997764115
0.930000000,-0.046677265,0.035733982,1.002603036
0.935000000,0.019070524,0.010854395,1.013527821
0.940000000,-0.031645355,-0.041845178,1.007156069
0.945000000,-0.006029579,-0.013200198,1.006543085
0.950000000,0.034159045,0.006866336,0.994242344
0.955000000,-0.003721216,0.016023898,0.999527216
0.960000000,0.000326884,-0.041175587,1.015035786
0.965000000,0.019619783,0.000442197,1.004198363
0.970000000,0.025543176,0.014249854,1.000724685
0.975000000,-0.012084983,-0.003757888,1.016849753
0.980000000,0.035991585,0.040452665,1.004383040
0.985000000,0.005730968,-0.004982744,0.994478162
0.990000000,-0.003578655,-0.023063999,1.008352687
0.995000000,0.006980162,-0.003536738,1.013678831
1.000000000,0.000487822,0.025669116,1.012324197
1.005000000,0.064996960,-0.036448516,0.995603325
1.010000000,-0.012670174,-0.016271197,1.006976027
1.015000000,-0.032291467,-0.006376544,1.006676932
1.020000000,-0.032277282,-0.075551281,1.005862892
1.025000000,0.006497953,0.002712268,1.001807230
1.030000000,0.070180764,0.014045689,0.993053007
1.035000000,0.007668932,-0.015331693,1.017387107
1.040000000,-0.039026487,-0.019163306,1.000082233
1.045000000,0.032791760,0.016932096,1.006240425
1.050000000,0.056168537,-0.025656908,1.015811196
1.055000000,-0.029263325,-0.008559004,0.995697593
1.060000000,0.014978448,0.048947160,1.004651444
1.065000000,-0.032509506,-0.012978969,1.007561150
1.070000000,-0.027223916,0.014645445,1.014308364
1.075000000,0.003875712,-0.021559276,1.010669520
1.080000000,-0.012660498,0.012080633,1.011514793
1.085000000,0.049029231,0.023625920,1.008981282
1.090000000,-0.030883369,-0.020193626,1.006967672
1.095000000,-0.002042820,0.004221295,1.000345777
1.100000000,-0.005741457,-0.017586803,0.995535779
1.105000000,0.023343089,0.000723321,1.012147553
1.110000000,0.042739674,0.034167137,1.007075304
1.115000000,-0.025970553,0.023822561,1.010789406
1.120000000,0.029664896,-0.034356304,1.003118459
1.125000000,-0.002772571,0.040920230,0.999000174
1.130000000,0.055126769,-0.002491880,1.006245204
1.135000000,0.023392351,-0.021415252,1.013302187
1.140000000,-0.035695378,0.048346730,1.005451866
1.145000000,0.006928761,-0.039890440,0.989998637
1.150000000,-0.041929491,-0.021352608,1.018516569
1.155000000,0.004175933,-0.068486717,1.014747267
1.160000000,0.026595104,0.012406902,0.998540662
1.165000000,0.015733437,0.007879504,0.994896242
1.170000000,0.023511861,-0.032310842,1.007534981
1.175000000,0.023331688,0.060256729,1.021939128
1.180000000,0.029033681,-0.057121262,1.004384195
1.185000000,-0.012446470,0.007247950,1.009301206
1.190000000,-0.008158527,-0.002605964,1.005397658
1.195000000,-0.003187568,-0.040819723,1.003225196
1.200000000,-0.065136540,0.031804626,1.012383747
1.205000000,-0.001866079,-0.001907850,1.001070187
1.210000000,0.044240273,0.019075391,0.996876981
1.215000000,0.005531115,-0.014542345,1.005574185
1.220000000,0.014306731,-0.011288970,1.015354196
1.225000000,-0.040916227,-0.002929266,1.014504915
1.230000000,0.005030855,-0.027971746,0.999772908
1.235000000,0.027128144,-0.005379025,0.994524716
1.240000000,-0.025802949,0.011841194,1.010527638
1.245000000,-0.007635463,-0.016215236,1.008571390
1.250000000,0.010408896,-0.017823314,0.990576502
1.255000000,0.057523226,0.001867892,1.008545040
1.260000000,0.005083225,-0.012409871,1.021412099
1.265000000,-0.039759707,0.028566612,0.996963323
1.270000000,-0.019879131,0.027108941,0.999276473
1.275000000,-0.002937924,0.013377117,1.019166163
1.280000000,0.001066667,0.004235653,1.001389981
1.285000000,-0.013600685,0.010149521,0.992242575
1.290000000,-0.018289354,0.011183084,1.014281417
1.295000000,0.035052520,-0.044829210,1.008777742
1.300000000,0.080381041,0.003212001,0.997148469
1.305000000,-0.014594368,0.042621902,1.010377994
1.310000000,-0.027924866,-0.006456771,0.999291211
1.315000000,0.018895516,-0.051423039,1.002938724
1.320000000,0.060561619,-0.028906362,1.016026651
1.325000000,0.016660245,0.032689253,1.014529896
1.330000000,-0.065920274,0.028810843,1.007541561
1.335000000,-0.004634229,-0.028169232,0.988221139
1.340000000,0.043783690,-0.030358493,1.009290748
1.345000000,0.030902929,-0.020612768,1.006100914
1.350000000,-0.030551374,-0.044807452,1.004163900
1.355000000,0.025282201,0.039044107,1.014539574
1.360000000,0.022228854,0.024414799,0.995070215
1.365000000,-0.036214621,-0.034901614,1.013570619
1.370000000,0.029379800,0.042245272,1.009167915
1.375000000,0.008288557,0.005868627,1.002744812
1.380000000,0.023863586,-0.016510585,1.003240721
1.385000000,-0.009094444,0.017903045,0.995139512
1.390000000,-0.029268650,-0.003286725,1.014868521
1.395000000,0.037529973,-0.001109916,1.009245434
1.400000000,0.010714265,-0.012952143,1.009318289
1.405000000,-0.017227023,-0.016073693,1.010426164
1.410000000,-0.034686404,-0.014412847,0.995002158
1.415000000,-0.010791330,-0.015885979,1.007820190
1.420000000,0.044385153,0.004976213,1.015907091
1.425000000,-0.029711469,0.004139137,1.003347675
1.430000000,-0.052221177,-0.025782185,1.011710672
1.435000000,0.055640149,-0.008579315,1.009088472
1.440000000,-0.000294300,0.037491243,0.999748225
1.445000000,0.003359684,-0.027586306,1.009633417
1.450000000,0.069059559,-0.032083041,0.997997621
1.455000000,-0.011711876,0.003833358,1.012158977
1.460000000,-0.039761298,-0.031094012,1.006705247
1.465000000,0.013848619,0.042417287,0.994700409
1.470000000,0.031045921,0.003326011,1.015267489
1.475000000,0.011254635,-0.052302061,1.008731838
1.480000000,0.037503106,0.025195618,1.006784207
1.485000000,-0.022491278,-0.032563526,1.000916646
1.490000000,0.002619860,-0.001486444,1.003601852
1.495000000,0.012600120,0.032057168,1.006015335
1.500000000,-0.047186276,-0.050999689,1.004655895
1.505000000,0.040822481,-0.002428875,1.015809376
1.510000000,-0.021447954,-0.002020945,1.009670466
1.515000000,0.001877240,-0.002416260,0.999827243
1.520000000,0.044340175,0.042027845,1.002718479
1.525000000,-0.053178966,0.011085561,1.012743276
1.530000000,0.007331880,0.011502261,0.999535760
1.535000000,0.051109746,-0.034443184,0.999736725
1.540000000,0.004528143,-0.042615503,1.003444297
1.545000000,0.000336233,0.039145819,1.004991837
1.550000000,-0.008037198,0.029520420,1.013127493
1.555000000,-0.028283151,-0.014666368,1.006053427
1.560000000,0.018878597,-0.018938375,1.008216239
1.565000000,-0.022463687,-0.013856342,1.007777154
1.570000000,-0.028003793,-0.032069710,1.004595387
1.575000000,0.040849272,0.007365555,0.993742699
1.580000000,0.039530303,0.009854854,1.015742793
1.585000000,0.039041600,0.011165824,1.005129574
1.590000000,-0.021451440,0.041421983,0.987559018
1.595000000,-0.059820033,-0.002041558,1.026545723
1.600000000,-0.029378774,0.015978278,1.007047539
1.605000000,0.046262651,-0.024257286,1.008392828
1.610000000,0.035791888,-0.013652338,1.007277073
1.615000000,0.002320090,-0.006438054,0.994983725
1.620000000,0.011328263,-0.036935023,1.006818637
1.625000000,-0.000773294,0.045075918,0.997556074
1.630000000,0.039914207,-0.022387558,1.018821758
1.635000000,-0.013078987,-0.038053651,1.006357645
1.640000000,-0.042498786,-0.011073667,0.996106782
1.645000000,0.008368754,0.019911881,1.010885562
1.650000000,0.045705756,0.030208409,1.006745684
1.655000000,-0.008468645,-0.026363110,1.003066945
1.660000000,-0.021349386,0.032293038,1.013077630
1.665000000,0.051848230,-0.012247218,1.013835985
1.670000000,-0.023852068,-0.012103387,0.991454719
1.675000000,0.042533361,0.003525182,1.009697558
1.680000000,0.068575560,-0.022075145,1.003147385
1.685000000,-0.068808197,0.009136062,0.998906719
1.690000000,0.008737645,-0.014553491,1.008485031
1.695000000,0.032423400,0.010054009,1.000117596
1.700000000,-0.024517790,-0.018288052,1.012724754
1.705000000,0.040119353,-0.012419808,1.012343011
1.710000000,-0.020872898,0.036069369,1.012826623
1.715000000,-0.051059568,-0.021877458,0.999585999
1.720000000,0.026785022,-0.016778766,1.004960083
1.725000000,0.008840657,0.034827974,1.001858879
1.730000000,0.043931207,0.017119394,1.003534747
1.735000000,0.007800757,-0.016484479,1.017744820
1.740000000,-0.019734993,-0.024589850,0.996678762
1.745000000,-0.012571952,0.019328100,1.012757505
1.750000000,-0.017208307,0.007266016,1.008058913
1.755000000,0.024968122,-0.006381539,1.007519792
1.760000000,-0.004178195,0.046707087,1.010710218
1.765000000,0.010959454,-0.053073929,0.994255213
1.770000000,-0.028166954,-0.016826187,1.009688503
1.775000000,0.032733944,0.034065668,1.000305831
1.780000000,0.032426269,-0.039517816,1.011451739
1.785000000,-0.069729879,0.029632076,1.017292363
1.790000000,0.006041367,-0.050381863,0.997459421
1.795000000,-0.022659010,-0.068260692,1.010007505
1.800000000,0.009640063,0.021159426,1.013093693
1.805000000,-0.003446211,0.000824832,1.006153564
1.810000000,-0.022621543,-0.057236751,1.005444124
1.815000000,0.035595157,-0.019524640,0.997946911
1.820000000,-0.001827397,0.048941708,1.006546192
1.825000000,0.029880815,-0.026299990,1.003819400
1.830000000,0.002873647,0.016310786,0.997836062
1.835000000,0.030840163,-0.017039790,1.019457148
1.840000000,0.009823545,0.003615756,1.000471139
1.845000000,-0.035171410,0.029220480,0.998558267
1.850000000,0.054196344,-0.111855378,1.015539239
1.855000000,0.016541419,0.034277393,1.003177098
1.860000000,-0.010980290,0.029127457,1.003728423
1.865000000,-0.003015201,-0.061194968,0.996293868
1.870000000,-0.020160472,0.019060002,1.008350682
1.875000000,0.025893084,-0.020836620,1.018764316
1.880000000,0.018593337,-0.036482347,1.001129821
1.885000000,-0.034404666,-0.015025699,1.004522545
1.890000000,-0.003115357,0.033768248,1.007974119
1.895000000,0.048572752,0.048282350,1.007220145
1.900000000,0.019443478,-0.006126618,1.012733527
1.905000000,-0.019226268,-0.002336856,1.009782270
1.910000000,0.017625435,-0.012992457,1.004020408
1.915000000,0.001293012,-0.053799359,1.005021568
1.920000000,-0.008917666,0.026419522,1.000885751
1.925000000,0.046614847,0.039353784,1.001330016
1.930000000,-0.025100883,-0.032898221,1.001893368
1.935000000,-0.020037493,0.033872388,1.012342232
1.940000000,0.005148567,0.030089342,1.002457130
1.945000000,-0.022586044,0.009528714,0.996411501
1.950000000,0.019123912,0.040620545,1.020740994
1.955000000,0.031836359,0.032417027,1.002053555
1.960000000,0.052339919,-0.022726078,0.999210683
1.965000000,-0.048024180,-0.049199952,1.007550973
1.970000000,-0.000111420,0.056957315,1.008437028
1.975000000,0.085020250,0.010060785,1.016772640
1.980000000,-0.070238394,-0.025820580,0.995198205
1.985000000,0.020736647,0.039068366,0.997455186
1.990000000,0.047022524,-0.005136965,1.012213514
1.995000000,-0.074343606,0.012801662,1.002602595
2.000000000,0.013700043,-0.003340343,1.003738185
2.005000000,0.044242459,0.003940415,1.014660237
2.010000000,-0.007663686,-0.001125110,0.997390184
2.015000000,-0.016413671,-0.064621542,0.994321751
2.020000000,0.037110854,0.019728506,1.012239680
2.025000000,0.014501791,0.043673578,1.005895225
2.030000000,-0.030047058,-0.041130422,1.004090190
2.035000000,0.045051446,-0.063550446,1.013957468
2.040000000,-0.003576547,0.027626327,1.019913597
2.045000000,-0.022357424,0.002144847,1.006978103
2.050000000,0.014684257,-0.079447457,1.009508415
2.055000000,-0.046488333,0.011208278,1.007524924
2.060000000,0.010574505,0.008862548,1.001380570
2.065000000,0.010480933,-0.014500798,1.006398710
2.070000000,-0.051035731,0.026721836,1.002549682
2.075000000,0.000754953,0.020019629,1.013140397
2.080000000,0.000831932,0.004715266,1.003269699
2.085000000,0.020860179,-0.049173352,1.004370782
2.090000000,0.043939324,-0.054221371,1.004944637
2.095000000,0.013100850,-0.013410514,1.003708837
2.100000000,0.010506220,-0.019572365,1.012773420
2.105000000,-0.017725979,-0.002388295,0.999085419
2.110000000,-0.008506570,0.006138200,1.003735955
2.115000000,0.033248281,-0.003221377,1.005722608
2.120000000,-0.041564157,0.051266739,1.012047601
2.125000000,-0.055113251,-0.023359892,0.997671458
2.130000000,0.043990096,-0.088362309,0.998088424
2.135000000,-0.005883576,-0.000691316,1.019555550
2.140000000,0.002568932,0.018029865,1.006677529
2.145000000,0.059342550,-0.038525299,1.012363447
2.150000000,-0.010185803,-0.054648177,1.007379513
2.155000000,0.034647508,0.049614161,1.007843276
2.160000000,0.023715713,0.043455018,1.013446911
2.165000000,-0.026094173,0.000840636,0.992199675
2.170000000,0.031535453,-0.015344084,0.996240813
2.175000000,0.002481103,-0.012400010,1.007990075
2.180000000,0.004370971,0.065153431,0.999025502
2.185000000,-0.016863657,-0.051684117,1.005906210
2.190000000,0.004357137,-0.029110680,1.018309646
2.195000000,0.097716974,0.020012775,0.996369497
2.200000000,-0.012705540,-0.040414676,1.006053778
2.205000000,-0.045124906,0.003133590,1.016873923
2.210000000,0.040483443,0.011970367,1.002751485
2.215000000,-0.022383847,0.019218379,1.015533436
2.220000000,-0.035862321,-0.010235219,1.002296229
2.225000000,0.003882703,0.026092627,0.997401401
2.230000000,-0.006761499,0.022539914,1.007752095
2.235000000,0.012772238,0.018493700,1.002471301
2.240000000,-0.027069248,-0.009639412,1.005899044
2.245000000,-0.017818553,-0.067019813,1.000540899
2.250000000,0.053756371,0.021506634,0.999960860
2.255000000,0.007415221,0.009498132,1.010076321
2.260000000,0.016275300,0.008613668,1.008272151
2.265000000,0.033252051,-0.026713075,1.004956292
2.270000000,-0.016429028,-0.004942251,1.011573916
2.275000000,0.013710666,0.069583301,1.012776101
2.280000000,0.023276958,-0.004467579,1.003609359
2.285000000,-0.014604598,-0.012971011,1.002480599
2.290000000,0.003764244,0.021185316,0.998210693
2.295000000,-0.017545730,0.018989785,1.002964446
2.300000000,-0.002694369,-0.042812714,1.014061990
2.305000000,0.050493866,-0.007432185,1.006045875
2.310000000,-0.029423135,0.009936484,1.019766062
2.315000000,0.008896784,-0.011659188,1.002239383
2.320000000,0.020930020,0.019073675,0.995604746
2.325000000,-0.025225756,0.002527124,1.018217519
2.330000000,0.019644405,-0.006259367,0.995527199
2.335000000,-0.036759803,0.002400951,1.009477465
2.340000000,0.027760741,0.048787369,1.013379379
2.345000000,0.016377423,-0.026496487,1.000996761
2.350000000,-0.033818969,-0.008632836,1.009271294
2.355000000,0.046896605,-0.001542472,0.996912339
2.360000000,-0.002510109,-0.054095356,1.003431456
2.365000000,0.027619620,0.032993361,1.010637976
2.370000000,0.033701357,-0.004844345,1.004234306
2.375000000,-0.033897524,-0.014910776,1.001066747
2.380000000,0.032287459,-0.033955122,1.012465154
2.385000000,0.023973745,0.027143686,1.022340281
2.390000000,-0.055993746,0.033789508,0.996913528
2.395000000,-0.005039945,-0.060207209,0.987261883
2.400000000,0.018580582,0.010265550,1.010855304
2.405000000,-0.012487457,-0.048102826,1.006698138
2.410000000,-0.015235607,-0.056002095,1.001284158
2.415000000,-0.018695026,-0.001659903,1.008069783
2.420000000,0.008758233,-0.028643718,1.000653052
2.425000000,0.025456478,-0.015094664,1.017486943
2.430000000,0.028511837,0.023123727,1.006577335
2.435000000,-0.040142898,0.021812389,0.999914192
2.440000000,-0.012117259,-0.029521804,1.015105850
2.445000000,0.034712512,-0.030394949,0.997128804
2.450000000,-0.018069600,-0.004903296,1.015100488
2.455000000,0.012313185,0.003545520,1.016166399
2.460000000,0.017480822,-0.025738380,1.005370345
2.465000000,0.050604090,0.002021909,1.018220345
2.470000000,-0.051754713,0.014711857,1.006900812
2.475000000,-0.069303772,-0.009494682,0.998347521
2.480000000,0.073254595,0.028836711,1.002820630
2.485000000,0.018540566,0.032682183,1.013335747
2.490000000,0.005270914,-0.036942152,1.008107008
2.495000000,0.001356012,-0.001130420,1.003483409
2.500000000,0.012546513,0.065078800,1.008967130
2.505000000,0.018600639,-0.043617522,1.001027723
2.510000000,0.009157590,0.017499394,0.989095588
2.515000000,0.036819826,-0.006221881,1.009416040
2.520000000,-0.003980574,-0.058580366,1.016315572
2.525000000,-0.032971809,0.068937332,0.992259538
2.530000000,-0.016263973,-0.037469100,1.011552403
2.535000000,0.033185413,-0.013145162,1.013037364
2.540000000,-0.031732926,-0.007666638,1.001340257
2.545000000,-0.014089855,-0.051154295,1.008704699
2.550000000,0.019106454,0.022982321,0.999202679
2.555000000,-0.009957402,0.001185639,1.002549444
2.560000000,0.043786628,0.068996279,1.004953401
2.565000000,0.002810612,0.041210214,1.005413616
2.570000000,0.024329645,-0.016193412,1.009688083
2.575000000,0.025864906,-0.006210548,1.004074124
2.580000000,-0.000870258,-0.037000243,1.005903035
2.585000000,-0.004018004,-0.001853102,1.009881825
2.590000000,-0.049858631,0.011888799,1.007601721
2.595000000,0.026029490,-0.026979620,0.999559469
2.600000000,0.036882959,-0.007101980,0.998257429
2.605000000,0.000166375,-0.016630257,1.007211051
2.610000000,-0.001436235,-0.018480437,1.006462425
2.615000000,-0.022438369,0.073494544,0.998270440
2.620000000,0.019766365,0.006799906,1.008611378
2.625000000,0.024446413,-0.038693715,1.006797745
2.630000000,0.028629011,-0.008753203,1.001577192
2.635000000,0.035377112,-0.027264042,1.010833048
2.640000000,-0.032031432,-0.005941322,1.016187283
2.645000000,-0.032129467,-0.018367939,1.004864193
2.650000000,-0.006033744,0.002762557,0.998928814
2.655000000,0.036600145,0.012368040,1.011451170
2.660000000,0.029515935,0.001246924,1.006292611
2.665000000,-0.001040237,-0.038750985,1.002744965
2.670000000,0.028217612,-0.012310169,1.014073548
2.675000000,-0.033255354,0.048491974,1.010755715
2.680000000,-0.017122298,0.009159791,1.002224574
2.685000000,0.005759481,0.022320235,1.004758507
2.690000000,0.024139712,-0.032379148,1.010315750
2.695000000,0.019004243,-0.029580281,1.000922664
2.700000000,-0.051148483,0.028095382,1.004784743
2.705000000,0.042785890,0.000579773,1.009608829
2.710000000,-0.006298708,-0.008545810,0.998553946
2.715000000,-0.014361465,-0.017987096,1.005937549
2.720000000,0.028324735,-0.007685589,1.007490323
2.725000000,-0.056570647,0.011111597,1.011306475
2.730000000,0.036694869,0.037166630,1.011709471
2.735000000,0.010024596,-0.035064905,0.996649349
2.740000000,-0.065654643,-0.032535320,1.013583426
2.745000000,0.048939343,0.021416867,1.020286563
2.750000000,0.019985678,-0.012987680,1.008624260
2.755000000,-0.080185443,0.046235368,1.000812502
2.760000000,0.045819878,-0.012097376,0.997221627
2.765000000,0.067865462,-0.021129142,1.015467143
2.770000000,-0.053322831,0.044880654,1.004484792
2.775000000,0.011561992,-0.028386091,0.996761455
2.780000000,0.014235065,-0.014056677,1.008914272
2.785000000,-0.025941535,0.005288818,1.007887477
2.790000000,0.025780197,-0.038194859,1.000632473
