time_s,X_g,Y_g,Z_g
0.445000000,0.029412360,-0.010694222,1.016287657
0.450000000,-0.039727418,-0.039807175,1.004485840
0.455000000,-0.019170735,0.041434147,1.008125624
0.460000000,-0.016249119,-0.029139385,0.999807358
0.465000000,0.005282840,-0.031526406,1.003279371
0.470000000,-0.009971031,0.009123910,1.009596689
0.475000000,-0.003865739,-0.004186468,1.013460537
0.480000000,0.046507609,0.014423895,1.019029886
0.485000000,0.015567364,-0.048129141,0.994257259
0.490000000,0.051826092,-0.000547800,1.012508831
0.495000000,0.014909946,0.001809219,1.015825787
0.500000000,-0.058930287,-0.014497450,0.990084836
0.505000000,-0.024752057,0.010496099,1.002907736
0.510000000,0.004600321,-0.012719829,1.003408262
0.515000000,0.023742881,0.044724405,1.013755978
0.520000000,-0.007317345,-0.008557064,1.016847933
0.525000000,0.037101693,-0.039206014,0.994499085
0.530000000,0.031688988,0.004737796,1.007923239
0.535000000,-0.031974308,-0.033428201,1.002960835
0.540000000,-0.053463932,0.002202801,1.003106975
0.545000000,-0.007913636,-0.001850600,1.017054222
0.550000000,0.032311329,-0.008955340,0.995798242
0.555000000,-0.061085989,0.001093987,1.007147337
0.560000000,0.004036848,-0.039171871,1.012665941
0.565000000,0.034914319,0.027100300,1.001257786
0.570000000,0.003761398,0.026720321,1.006777053
0.575000000,-0.027750223,-0.047171238,0.996004365
0.580000000,0.028056330,-0.055823402,1.013840828
0.585000000,0.071091314,-0.003923050,1.018628029
0.590000000,-0.107298552,0.042747902,0.997281292
0.595000000,0.007567191,-0.025476002,0.995150112
0.600000000,0.009526078,-0.074324719,1.004058827
0.605000000,-0.045666096,-0.013009333,1.015739625
0.610000000,0.030368507,0.009878769,1.011238354
0.615000000,0.001761122,-0.050835931,1.006555685
0.620000000,0.032459893,0.004543722,1.005869191
0.625000000,-0.033397821,-0.022162356,1.005915485
0.630000000,0.041648546,-0.051719400,1.007577010
0.635000000,-0.001469090,0.027392798,1.012477285
0.640000000,-0.024833561,-0.024184168,1.002939384
0.645000000,0.055997549,0.025924724,1.005444673
0.650000000,-0.053027653,-0.039086377,1.009916268
0.655000000,0.037245421,0.018048145,0.996645355
0.660000000,0.040621384,0.022807716,1.006374614
0.665000000,-0.061899341,-0.118110203,1.011209203
0.670000000,-0.070921072,0.031147978,1.005153223
0.675000000,0.002350818,-0.029350434,1.017836514
0.680000000,0.036479533,0.063662013,1.010594204
0.685000000,0.006017469,0.045054233,1.000368952
0.690000000,0.054015515,-0.095451803,1.012759175
0.695000000,-0.028262237,0.015364246,0.998914487
0.700000000,-0.050595514,-0.048480795,1.005185878
0.705000000,0.023132942,0.021835465,1.013392180
0.710000000,-0.008442795,0.024200866,1.000448295
0.715000000,-0.028108204,0.003519104,1.012410688
0.720000000,0.007236942,-0.014044017,1.005357585
0.725000000,0.013497027,-0.015562557,1.006493237
0.730000000,0.017079453,0.016681391,1.006535330
0.735000000,0.018984707,-0.040167077,1.006811145
0.740000000,-0.016126458,0.041880616,1.002907802
0.745000000,-0.006802488,-0.040017656,1.006812969
0.750000000,-0.012898589,-0.025071468,1.014154891
0.755000000,0.000601138,-0.012671437,0.990873217
0.760000000,-0.006548752,-0.080018504,1.014654612
0.765000000,-0.016409999,0.018054742,1.006500482
0.770000000,0.016477407,0.033795837,1.001994191
0.775000000,0.009303510,-0.005567112,1.014013633
0.780000000,0.032953877,-0.009544433,1.003422681
0.785000000,-0.000536842,0.014409711,1.013136519
0.790000000,0.002196520,-0.091598706,1.003524863
0.795000000,0.065301958,-0.036538003,1.015172373
0.800000000,0.009119144,0.017473355,1.005117895
0.805000000,-0.042590036,-0.009055942,1.008726407
0.810000000,-0.004454607,0.024434606,1.010269907
0.815000000,0.000485410,-0.036267341,0.994732368
0.820000000,-0.060122022,0.007662917,1.013342923
0.825000000,0.002139151,-0.070221116,0.999291554
0.830000000,0.042541238,-0.013734346,1.003801398
0.835000000,-0.051339055,0.049371146,1.010704310
0.840000000,0.046077097,-0.050350514,1.009114502
0.845000000,0.101460372,0.041595079,1.008300203
0.850000000,-0.033331259,0.010326264,1.007344520
0.855000000,-0.053267700,-0.034145632,1.005646246
0.860000000,-0.000254736,-0.018696069,0.989391150
0.865000000,0.004916731,-0.021380825,1.014558154
0.870000000,-0.022437415,0.034941220,1.011483531
0.875000000,0.048464414,0.011186774,1.000126389
0.880000000,0.044508794,-0.053476196,1.007428623
0.885000000,-0.046367957,0.028831314,1.003197339
0.890000000,-0.009009781,0.026420774,1.009856645
0.895000000,0.001363847,-0.067024529,1.006520304
0.900000000,0.005828127,0.015633800,1.002885694
0.905000000,-0.008834794,0.000324227,1.009972425
0.910000000,-0.022353480,-0.035585344,1.013487005
0.915000000,0.012537616,0.022480498,1.010181051
0.920000000,0.017865325,-0.022781543,1.011544919
0.925000000,-0.037637875,-0.053007181,0.998193116
0.930000000,-0.054278955,0.024499953,1.001152070
0.935000000,0.017006611,0.007378958,1.014138965
0.940000000,-0.039342526,-0.043085849,1.007340431
0.945000000,-0.019824322,-0.020746214,1.007714819
0.950000000,0.035899353,-0.001908600,0.996665219
0.955000000,-0.003759183,0.015104290,0.998435533
0.960000000,-0.008644809,-0.044362548,1.015650982
0.965000000,0.019329461,-0.012839952,1.006412785
0.970000000,0.023804437,0.006619920,1.001802119
0.975000000,-0.021388592,-0.010911668,1.017290103
0.980000000,0.030333498,0.036338272,1.006193272
0.985000000,0.001755483,-0.009935379,0.995142035
0.990000000,-0.008488848,-0.033617786,1.008343803
0.995000000,0.009498353,-0.017344110,1.013492832
1.000000000,-0.003291056,0.021458940,1.013629797
1.005000000,0.056191659,-0.031909268,0.998405320
1.010000000,-0.015287748,-0.024297719,1.007421820
1.015000000,-0.030199185,-0.014015379,1.006695467
1.020000000,-0.036744158,-0.086143692,1.006280729
1.025000000,-0.017158866,-0.010705325,1.003333180
1.030000000,0.060133158,0.011149316,0.993679463
1.035000000,0.015301660,-0.013481482,1.018783793
1.040000000,-0.038772426,-0.026678083,1.001075605
1.045000000,0.034944651,0.005209348,1.006606441
1.050000000,0.057048853,-0.033479130,1.019221655
1.055000000,-0.037690721,-0.020797250,0.995212234
1.060000000,0.015585711,0.045168122,1.004327201
1.065000000,-0.031956001,-0.017165314,1.007294529
1.070000000,-0.037760406,0.009151930,1.014267582
1.075000000,-0.001787704,-0.027306642,1.012429265
1.080000000,-0.020045527,0.002601210,1.012613790
1.085000000,0.045771320,0.026906128,1.010567755
1.090000000,-0.028562427,-0.022405831,1.006873576
1.095000000,-0.002359119,-0.002167654,1.000862392
1.100000000,-0.010192906,-0.025318742,0.994791966
1.105000000,0.007964234,-0.010248465,1.012775672
1.110000000,0.037434446,0.028195790,1.007719309
1.115000000,-0.025677370,0.023604102,1.010680156
1.120000000,0.030599179,-0.043900891,1.005813326
1.125000000,-0.003212909,0.024642956,0.999760027
1.130000000,0.051454484,-0.008878246,1.007488058
1.135000000,0.025840193,-0.026417277,1.013715081
1.140000000,-0.040051910,0.047506712,1.006618881
1.145000000,0.003323824,-0.042737208,0.991463059
1.150000000,-0.053241074,-0.025458988,1.016494661
1.155000000,-0.019183697,-0.083696930,1.015848873
1.160000000,0.020214935,-0.004129871,1.000557476
1.165000000,0.014523981,0.008776999,0.995944689
1.170000000,0.023295506,-0.038273744,1.007449195
1.175000000,0.032051565,0.062789680,1.022526301
1.180000000,0.033416769,-0.060010403,1.007098451
1.185000000,-0.017304587,-0.006381823,1.010516994
1.190000000,-0.017179386,-0.011832416,1.006737629
1.195000000,-0.008326224,-0.055831809,1.003419452
1.200000000,-0.074233658,0.023086164,1.010396185
1.205000000,-0.013346570,-0.008808062,1.001816229
1.210000000,0.041725510,0.018317412,0.998258230
1.215000000,0.001022931,-0.015881674,1.006377129
1.220000000,0.022616333,-0.022640651,1.016149026
1.225000000,-0.035149537,-0.012717174,1.015607821
1.230000000,-0.010337816,-0.035634067,1.002297313
1.235000000,0.017215204,-0.009338835,0.995772076
1.240000000,-0.029659344,0.011111257,1.007760400
1.245000000,-0.009336708,-0.017029277,1.009620097
1.250000000,0.006199974,-0.024549015,0.991660716
1.255000000,0.053383107,-0.006977307,1.009008445
1.260000000,0.010403391,-0.023341815,1.022609570
1.265000000,-0.034231039,0.018496144,0.997729538
1.270000000,-0.020284341,0.021439191,0.998878715
1.275000000,-0.018315992,0.011977316,1.018949945
1.280000000,-0.014812004,0.001146072,1.002883478
1.285000000,-0.013374273,-0.002882615,0.992062639
1.290000000,-0.020201354,0.000055746,1.013778137
1.295000000,0.019984686,-0.050487935,1.010921123
1.300000000,0.076645999,-0.001429318,0.998623408
1.305000000,-0.003525489,0.039970900,1.010304064
1.310000000,-0.022024196,-0.008850636,1.000579600
1.315000000,0.008812828,-0.059551341,1.004200993
1.320000000,0.042397168,-0.046306465,1.017931839
1.325000000,0.017185810,0.019985900,1.016084351
1.330000000,-0.063495524,0.033224679,1.008409587
1.335000000,-0.015656998,-0.021260324,0.988773578
1.340000000,0.033557833,-0.039026708,1.010117319
1.345000000,0.026661566,-0.032203913,1.007481691
1.350000000,-0.035126373,-0.060513642,1.003213039
1.355000000,0.026542298,0.029111834,1.017174969
1.360000000,0.024662439,0.027993538,0.996001320
1.365000000,-0.045481025,-0.040325797,1.012842461
1.370000000,0.026545427,0.033562055,1.010782180
1.375000000,0.001220119,-0.002202648,1.002507203
1.380000000,0.014657164,-0.025262063,1.005208706
1.385000000,-0.001467607,0.010901027,0.994990357
1.390000000,-0.030431658,-0.009700142,1.014011538
1.395000000,0.028971771,-0.002096277,1.010820871
1.400000000,0.006334676,-0.017123715,1.010301473
1.405000000,-0.012054747,-0.024278083,1.012173442
1.410000000,-0.033825216,-0.022140128,0.995299392
1.415000000,-0.026529645,-0.023324078,1.006248996
1.420000000,0.039550885,-0.003132817,1.017227928
1.425000000,-0.032971971,-0.003011566,1.003581619
1.430000000,-0.064848927,-0.031847336,1.011060293
1.435000000,0.059971125,-0.017218095,1.012062291
1.440000000,0.000873768,0.033317600,0.999863036
1.445000000,-0.011604874,-0.030462391,1.011078557
1.450000000,0.072509658,-0.042805411,1.000175073
1.455000000,-0.009329001,-0.005313418,1.011782336
1.460000000,-0.052391087,-0.042686478,1.007211517
1.465000000,0.011438763,0.038528106,0.994970556
1.470000000,0.022853110,0.008592072,1.016314152
1.475000000,-0.000299255,-0.062328289,1.010366865
1.480000000,0.042698449,0.016122422,1.008462148
1.485000000,-0.020609395,-0.039848228,1.002400439
1.490000000,-0.001888619,-0.007738765,1.003799954
1.495000000,0.010944558,0.036420429,1.006750778
1.500000000,-0.059907524,-0.056756212,1.003975577
1.505000000,0.037897409,-0.015407035,1.017160975
1.510000000,-0.026782443,-0.017981404,1.011011351
1.515000000,-0.014250860,-0.014027990,1.001603925
1.520000000,0.051517299,0.044967626,1.003611620
1.525000000,-0.053423615,0.009725038,1.012152146
1.530000000,0.001076053,0.006470563,0.999958840
1.535000000,0.054109745,-0.042970526,1.001476668
1.540000000,-0.001301366,-0.060522686,1.004361829
1.545000000,0.003271174,0.026829356,1.004511991
1.550000000,-0.003140231,0.033506630,1.013509008
1.555000000,-0.044030245,-0.007684725,1.007018500
1.560000000,0.004440274,-0.020776754,1.009870673
1.565000000,-0.026252007,-0.025186006,1.008804654
1.570000000,-0.033055595,-0.046432632,1.005860981
1.575000000,0.043253018,-0.002376253,0.994041106
1.580000000,0.038615872,0.002271828,1.015430132
1.585000000,0.037829711,0.004032047,1.008030131
1.590000000,-0.012279478,0.037962525,0.985783566
1.595000000,-0.061445856,-0.009203815,1.026578540
1.600000000,-0.045655615,0.010834872,1.007708095
1.605000000,0.025818602,-0.033121953,1.010236596
1.610000000,0.025613851,-0.026812223,1.010479840
1.615000000,0.008413210,-0.009650716,0.995692007
1.620000000,0.021418723,-0.040582474,1.008732702
1.625000000,-0.004199081,0.043830497,0.996679692
1.630000000,0.033488192,-0.022884301,1.019142562
1.635000000,-0.008708053,-0.046461955,1.008053777
1.640000000,-0.051329992,-0.026708021,0.995854376
1.645000000,-0.002750186,0.003639574,1.011530792
1.650000000,0.040678941,0.030845871,1.008099914
1.655000000,-0.021464812,-0.030659282,1.003641601
1.660000000,-0.026654779,0.023588459,1.013201566
1.665000000,0.061681750,-0.018614677,1.017285863
1.670000000,-0.032634725,-0.022789471,0.991820064
1.675000000,0.030406476,-0.001420449,1.010163842
1.680000000,0.080346096,-0.027879620,1.005839756
1.685000000,-0.072704577,0.003953051,0.996475310
1.690000000,0.003683452,-0.020331757,1.009232387
1.695000000,0.037371508,0.005997088,1.001590972
1.700000000,-0.044452794,-0.021032279,1.012862723
1.705000000,0.031027914,-0.022336920,1.013560725
1.710000000,-0.015508249,0.028045912,1.013989400
1.715000000,-0.061467725,-0.028413236,0.999672920
1.720000000,0.023084424,-0.022299420,1.006124887
1.725000000,0.007016398,0.028547585,1.001952820
1.730000000,0.038978888,0.015310259,1.003194218
1.735000000,0.012662924,-0.015605584,1.019252768
1.740000000,-0.019464345,-0.037933591,0.998011075
1.745000000,-0.014148910,0.004554220,1.013240693
1.750000000,-0.028980877,0.004928027,1.009115676
1.755000000,0.009571070,-0.011668282,1.007920831
1.760000000,-0.006124442,0.043323454,1.011404188
1.765000000,0.014148533,-0.060485233,0.994906370
1.770000000,-0.029578992,-0.034057828,1.010047628
1.775000000,0.027417085,0.031316093,1.001050168
1.780000000,0.036012707,-0.043103409,1.011871496
1.785000000,-0.070639223,0.024706541,1.017071521
1.790000000,0.002127363,-0.050838612,0.999129519
1.795000000,-0.031743586,-0.077882883,1.010299579
1.800000000,-0.005014912,0.008011971,1.014010309
1.805000000,-0.005171679,-0.002307995,1.006989551
1.810000000,-0.030329101,-0.057893102,1.006362036
1.815000000,0.030462877,-0.033522678,0.999064962
1.820000000,-0.001081856,0.036996870,1.005901946
1.825000000,0.025709665,-0.033682038,1.005701310
1.830000000,-0.001199807,0.013991173,0.997115627
1.835000000,0.025589640,-0.019713179,1.020391602
1.840000000,0.012438627,-0.012166760,1.002993916
1.845000000,-0.041585813,0.028235607,0.997664430
1.850000000,0.044989201,-0.119038258,1.018232940
1.855000000,0.011852180,0.017262201,1.003053960
1.860000000,-0.014376388,0.030015811,1.003938872
1.865000000,0.002925140,-0.058772722,0.998091027
1.870000000,-0.026928141,0.017800710,1.006411103
1.875000000,0.010159537,-0.032966743,1.020159538
1.880000000,0.018638095,-0.050793695,1.002654924
1.885000000,-0.037458317,-0.031049464,1.004890781
1.890000000,-0.010299710,0.019103333,1.008347671
1.895000000,0.048321304,0.054325375,1.008320996
1.900000000,0.014641567,-0.001421495,1.013878526
1.905000000,-0.024984640,-0.010977886,1.011125294
1.910000000,0.024073136,-0.020562255,1.005184881
1.915000000,-0.001054497,-0.065829963,1.005885191
1.920000000,-0.020524072,0.014585519,1.000744347
1.925000000,0.050464958,0.042174006,1.002253864
1.930000000,-0.027033037,-0.035293806,1.000907688
1.935000000,-0.033680340,0.021162252,1.011989336
1.940000000,0.006141963,0.018925453,1.004446169
1.945000000,-0.024568399,0.005768906,0.995377753
1.950000000,0.004260783,0.039041230,1.020673690
1.955000000,0.027684239,0.029283632,1.003886430
1.960000000,0.062890290,-0.020991442,1.001497944
1.965000000,-0.052595847,-0.064755799,1.008432937
1.970000000,-0.007484912,0.044131048,1.007768636
1.975000000,0.096636173,0.013303867,1.019619059
1.980000000,-0.085004296,-0.032750361,0.995285879
1.985000000,0.005930733,0.031110613,0.997664762
1.990000000,0.062349049,-0.014353606,1.014235586
1.995000000,-0.086216525,0.006854610,1.001645273
2.000000000,-0.002513311,-0.008206829,1.003798084
2.005000000,0.051041730,-0.007700720,1.017116120
2.010000000,-0.015132644,-0.008240365,0.998829865
2.015000000,-0.028830522,-0.072821553,0.993764728
2.020000000,0.041734501,0.007868897,1.012546833
2.025000000,0.014004083,0.039058418,1.006213273
2.030000000,-0.041839699,-0.036400559,1.004060349
2.035000000,0.046351409,-0.067490394,1.015825178
2.040000000,-0.003109353,0.010661520,1.021600913
2.045000000,-0.030653404,0.001054708,1.007834446
2.050000000,0.020861670,-0.081221862,1.011422093
2.055000000,-0.050955002,-0.005793088,1.007051277
2.060000000,-0.003219380,-0.005442682,1.001444426
2.065000000,0.009135144,-0.023994072,1.006942116
2.070000000,-0.059080825,0.024509775,1.001182243
2.075000000,-0.007514917,0.017396804,1.013815487
2.080000000,-0.001457055,0.005202991,1.004141070
2.085000000,0.012348565,-0.050701722,1.006060970
2.090000000,0.039769829,-0.065490231,1.007692338
2.095000000,0.015817140,-0.024959922,1.004436103
2.100000000,0.021255820,-0.031952953,1.014522967
2.105000000,-0.016245840,-0.011123317,1.000353017
2.110000000,-0.021259314,0.005234502,1.004377901
2.115000000,0.030566994,-0.007733615,1.006727760
2.120000000,-0.046111559,0.043690993,1.010937267
2.125000000,-0.072318915,-0.024267404,0.997430681
2.130000000,0.037326381,-0.090828931,0.999343975
2.135000000,-0.014967148,-0.015660580,1.019422996
2.140000000,-0.007868002,0.006940763,1.006768976
2.145000000,0.069954568,-0.035919477,1.015659372
2.150000000,-0.011740755,-0.062954599,1.009670217
2.155000000,0.030093270,0.035970946,1.008782449
2.160000000,0.031878731,0.037291699,1.015396165
2.165000000,-0.030894345,-0.000905218,0.992759777
2.170000000,0.016708607,-0.017208768,0.996524335
2.175000000,-0.010163704,-0.030727135,1.007825524
2.180000000,0.003283502,0.059509099,0.998582922
2.185000000,-0.020673822,-0.046244090,1.004937207
2.190000000,-0.010779094,-0.036149599,1.019586447
2.195000000,0.101894442,0.014410680,1.000430308
2.200000000,-0.004340970,-0.048340468,1.006272576
2.205000000,-0.048789256,-0.002850936,1.017195287
2.210000000,0.044649204,0.005512911,1.003833685
2.215000000,-0.025666854,0.007926449,1.015973541
2.220000000,-0.047446127,-0.021772660,1.002662451
2.225000000,0.002283069,0.019219350,0.998125729
2.230000000,-0.016680248,0.019941602,1.008433137
2.235000000,0.006440088,0.013427665,1.002471324
2.240000000,-0.027380181,-0.012157578,1.006111997
2.245000000,-0.027594353,-0.077644582,1.001839408
2.250000000,0.052262509,0.012655476,1.000991014
2.255000000,0.004253146,0.002787841,1.009827739
2.260000000,0.012714147,0.006819779,1.010058786
2.265000000,0.039856749,-0.027288499,1.007650245
2.270000000,-0.019235815,-0.021945890,1.012525169
2.275000000,0.008909419,0.057505535,1.014224269
2.280000000,0.018269241,-0.004683217,1.005090454
2.285000000,-0.024830219,-0.016557557,1.002786773
2.290000000,0.003000432,0.012040611,0.998333289
2.295000000,-0.021166720,0.012777978,1.001634432
2.300000000,-0.016112121,-0.045676736,1.015026486
2.305000000,0.051706301,-0.015553980,1.007754932
2.310000000,-0.028306392,0.001851429,1.020844851
2.315000000,0.006097911,-0.015715738,1.005219702
2.320000000,0.023314210,0.013980911,0.995293527
2.325000000,-0.032288104,-0.005128470,1.017960911
2.330000000,0.015874989,-0.013092659,0.996956586
2.335000000,-0.042989794,-0.010157135,1.008032930
2.340000000,0.018368996,0.047447525,1.015057987
2.345000000,0.012148567,-0.025202959,1.002129096
2.350000000,-0.042788097,-0.019015675,1.009760727
2.355000000,0.046996752,-0.007123085,0.999431085
2.360000000,-0.010290013,-0.063163532,1.002734006
2.365000000,0.021369241,0.028016983,1.010499820
2.370000000,0.045066137,-0.010761532,1.006269985
2.375000000,-0.039430355,-0.022325680,1.001688102
2.380000000,0.021571064,-0.045336393,1.013510094
2.385000000,0.029445751,0.010349363,1.024197679
2.390000000,-0.061368455,0.034203208,0.998262141
2.395000000,-0.014281941,-0.062078188,0.987731770
2.400000000,0.015690781,0.004665017,1.011029969
2.405000000,-0.025468561,-0.053580900,1.006449540
2.410000000,-0.018966032,-0.068702389,1.001373940
2.415000000,-0.012889936,-0.014329233,1.009784933
2.420000000,0.000431241,-0.038532045,1.001104026
2.425000000,0.015862958,-0.020288436,1.018429835
2.430000000,0.033352729,0.018852760,1.009031688
2.435000000,-0.039585827,0.019144881,0.998915427
2.440000000,-0.025911004,-0.031242312,1.016072563
2.445000000,0.028687308,-0.038901194,0.997737038
2.450000000,-0.017452018,-0.016903813,1.014481912
2.455000000,0.008103050,-0.001050279,1.017932480
2.460000000,0.009218054,-0.026994088,1.006406813
2.465000000,0.052413034,-0.005476451,1.020229269
2.470000000,-0.044972761,0.007699094,1.006686877
2.475000000,-0.081169861,-0.014666870,0.997948294
2.480000000,0.064623983,0.020053024,1.004255910
2.485000000,0.009808337,0.027192460,1.013425449
2.490000000,-0.005428870,-0.042439276,1.009842949
2.495000000,0.005217293,-0.016826860,1.004626730
2.500000000,0.015071237,0.063129095,1.009874034
2.505000000,0.013218582,-0.045128025,1.003781632
2.510000000,0.003274048,0.009208840,0.989517939
2.515000000,0.036359868,-0.010115621,1.009237018
2.520000000,0.000456917,-0.074113685,1.017783992
2.525000000,-0.034319058,0.066754595,0.991937150
2.530000000,-0.024948755,-0.033084845,1.012390662
2.535000000,0.025829155,-0.013711811,1.015098482
2.540000000,-0.040690489,-0.014226844,1.000571367
2.545000000,-0.023460794,-0.073534055,1.009583332
2.550000000,0.018413037,0.009683154,1.000525347
2.555000000,-0.018772513,-0.010745226,1.002251261
2.560000000,0.044248827,0.067118877,1.005565659
2.565000000,0.010911324,0.048846987,1.005472469
2.570000000,0.023257644,-0.021135424,1.010933095
2.575000000,0.023916911,-0.015374919,1.005902889
2.580000000,-0.007281232,-0.051518474,1.007612677
2.585000000,-0.004864462,-0.009282770,1.010520891
2.590000000,-0.055703657,0.015053372,1.007243729
2.595000000,0.012466000,-0.029126593,1.002018824
2.600000000,0.028451614,-0.016773004,0.999163082
2.605000000,-0.006251090,-0.029106570,1.007102623
2.610000000,-0.000871847,-0.033694298,1.007546726
2.615000000,-0.019919568,0.066562549,0.997948616
2.620000000,0.017640582,0.011718929,1.009036166
2.625000000,0.020952673,-0.039510451,1.009135185
2.630000000,0.021855399,-0.018983404,1.003226073
2.635000000,0.033097186,-0.041675851,1.012313546
2.640000000,-0.031940260,-0.016872973,1.017090655
2.645000000,-0.040362668,-0.022524767,1.005730280
2.650000000,-0.017924921,0.002331771,0.998097262
2.655000000,0.029423252,0.011202908,1.011944314
2.660000000,0.028095925,-0.003191929,1.008245028
2.665000000,-0.003457413,-0.049381845,1.003167463
2.670000000,0.032262274,-0.029197917,1.015689917
2.675000000,-0.029229431,0.040739773,1.011250426
2.680000000,-0.025524516,0.009658353,1.002926492
2.685000000,-0.003978684,0.022274515,1.005022241
2.690000000,0.013942587,-0.037452909,1.012193605
2.695000000,0.016652382,-0.044143547,1.002837236
2.700000000,-0.052021876,0.018379812,1.003724467
2.705000000,0.042599498,-0.000233011,1.011394027
2.710000000,-0.011400543,-0.012282062,0.999112645
2.715000000,-0.020563190,-0.027457322,1.006114622
2.720000000,0.037116535,-0.014929832,1.008566478
2.725000000,-0.067696595,0.002889116,1.009211153
2.730000000,0.031773378,0.038403513,1.013045345
2.735000000,0.019406800,-0.035108259,0.998254301
2.740000000,-0.087429127,-0.049868437,1.012289116
2.745000000,0.040976235,0.010634519,1.021637541
2.750000000,0.031589040,-0.023219126,1.011064595
2.755000000,-0.093487056,0.039332295,1.000956589
2.760000000,0.038463378,-0.011085603,0.998555884
2.765000000,0.077185459,-0.033549978,1.016689720
2.770000000,-0.061540003,0.033693154,1.003983178
2.775000000,0.011356844,-0.031706868,0.998044599
